,文番号,表層,品詞1,品詞2,品詞3,品詞4,原型,posID
1,0,合成,名詞,サ変接続,*,*,合成,36
2,0,有機,名詞,一般,*,*,有機,38
3,0,高分子,名詞,一般,*,*,高分子,38
4,0,材料,名詞,一般,*,*,材料,38
5,0,官能基,名詞,固有名詞,一般,*,官能基,41
6,0,変換,名詞,サ変接続,*,*,変換,36
7,0,分子構造,名詞,固有名詞,一般,*,分子構造,41
8,0,設計,名詞,サ変接続,*,*,設計,36
10,0,合成,名詞,サ変接続,*,*,合成,36
11,0,有機,名詞,一般,*,*,有機,38
12,0,高分子,名詞,一般,*,*,高分子,38
13,0,材料,名詞,一般,*,*,材料,38
14,0,官能基,名詞,固有名詞,一般,*,官能基,41
15,0,変換,名詞,サ変接続,*,*,変換,36
16,0,分子構造,名詞,固有名詞,一般,*,分子構造,41
17,0,設計,名詞,サ変接続,*,*,設計,36
19,0,合成,名詞,サ変接続,*,*,合成,36
20,0,有機,名詞,一般,*,*,有機,38
21,0,高分子,名詞,一般,*,*,高分子,38
22,0,材料,名詞,一般,*,*,材料,38
23,0,官能基,名詞,固有名詞,一般,*,官能基,41
24,0,変換,名詞,サ変接続,*,*,変換,36
25,0,分子構造,名詞,固有名詞,一般,*,分子構造,41
26,0,設計,名詞,サ変接続,*,*,設計,36
28,0,合成,名詞,サ変接続,*,*,合成,36
29,0,有機,名詞,一般,*,*,有機,38
30,0,高分子,名詞,一般,*,*,高分子,38
31,0,材料,名詞,一般,*,*,材料,38
32,0,官能基,名詞,固有名詞,一般,*,官能基,41
33,0,変換,名詞,サ変接続,*,*,変換,36
34,0,分子構造,名詞,固有名詞,一般,*,分子構造,41
35,0,設計,名詞,サ変接続,*,*,設計,36
37,0,合成,名詞,サ変接続,*,*,合成,36
38,0,有機,名詞,一般,*,*,有機,38
39,0,高分子,名詞,一般,*,*,高分子,38
40,0,材料,名詞,一般,*,*,材料,38
41,0,官能基,名詞,固有名詞,一般,*,官能基,41
42,0,変換,名詞,サ変接続,*,*,変換,36
43,0,分子構造,名詞,固有名詞,一般,*,分子構造,41
44,0,設計,名詞,サ変接続,*,*,設計,36
