Unnamed: 0,文番号,表層,品詞1,品詞2,品詞3,品詞4,原型,posID
2,0,講義,名詞,サ変接続,*,*,講義,36
4,0,履修,名詞,サ変接続,*,*,履修,36
8,0,次,名詞,一般,*,*,次,38
12,0,能力,名詞,一般,*,*,能力,38
14,0,身,名詞,一般,*,*,身,38
16,0,つける,動詞,自立,*,*,つける,31
19,0,できる,動詞,自立,*,*,できる,31
24,0,高等学校,名詞,固有名詞,一般,*,高等学校,41
26,0,学ぶ,動詞,自立,*,*,学ぶ,31
27,0,確率,名詞,一般,*,*,確率,38
29,0,公理,名詞,一般,*,*,公理,38
30,0,論,名詞,接尾,一般,*,論,51
31,0,的,名詞,接尾,形容動詞語幹,*,的,52
32,0,確率,名詞,一般,*,*,確率,38
34,0,違い,名詞,ナイ形容詞語幹,*,*,違い,37
36,0,説明,名詞,サ変接続,*,*,説明,36
40,0,できる,動詞,自立,*,*,できる,31
45,0,確率変数,名詞,固有名詞,一般,*,確率変数,41
47,0,確率分布,名詞,固有名詞,一般,*,確率分布,41
49,0,理解,名詞,サ変接続,*,*,理解,36
52,0,現実,名詞,一般,*,*,現実,38
53,0,問題,名詞,ナイ形容詞語幹,*,*,問題,37
55,0,対応付ける,動詞,自立,*,*,対応付ける,31
58,0,できる,動詞,自立,*,*,できる,31
63,0,確率変数,名詞,固有名詞,一般,*,確率変数,41
65,0,線形,名詞,一般,*,*,線形,38
66,0,結合,名詞,サ変接続,*,*,結合,36
68,0,最大,名詞,一般,*,*,最大,38
69,0,値,名詞,接尾,一般,*,値,51
71,0,最小,名詞,一般,*,*,最小,38
72,0,値,名詞,接尾,一般,*,値,51
74,0,分布,名詞,サ変接続,*,*,分布,36
83,0,使わ,動詞,自立,*,*,使う,31
89,0,説明,名詞,サ変接続,*,*,説明,36
90,0,できる,動詞,自立,*,*,できる,31
95,0,ポアソン,名詞,一般,*,*,ポアソン,38
96,0,過程,名詞,一般,*,*,過程,38
98,0,マルコフ過程,名詞,固有名詞,一般,*,マルコフ過程,41
100,0,理解,名詞,サ変接続,*,*,理解,36
105,0,記述,名詞,サ変接続,*,*,記述,36
106,0,できる,動詞,自立,*,*,できる,31
107,0,現実,名詞,一般,*,*,現実,38
108,0,問題,名詞,ナイ形容詞語幹,*,*,問題,37
110,0,説明,名詞,サ変接続,*,*,説明,36
114,0,できる,動詞,自立,*,*,できる,31
118,0,講義,名詞,サ変接続,*,*,講義,36
120,0,履修,名詞,サ変接続,*,*,履修,36
124,0,次,名詞,一般,*,*,次,38
128,0,能力,名詞,一般,*,*,能力,38
130,0,身,名詞,一般,*,*,身,38
132,0,つける,動詞,自立,*,*,つける,31
135,0,できる,動詞,自立,*,*,できる,31
140,0,高等学校,名詞,固有名詞,一般,*,高等学校,41
142,0,学ぶ,動詞,自立,*,*,学ぶ,31
143,0,確率,名詞,一般,*,*,確率,38
145,0,公理,名詞,一般,*,*,公理,38
146,0,論,名詞,接尾,一般,*,論,51
147,0,的,名詞,接尾,形容動詞語幹,*,的,52
148,0,確率,名詞,一般,*,*,確率,38
150,0,違い,名詞,ナイ形容詞語幹,*,*,違い,37
152,0,説明,名詞,サ変接続,*,*,説明,36
156,0,できる,動詞,自立,*,*,できる,31
161,0,確率変数,名詞,固有名詞,一般,*,確率変数,41
163,0,確率分布,名詞,固有名詞,一般,*,確率分布,41
165,0,理解,名詞,サ変接続,*,*,理解,36
168,0,現実,名詞,一般,*,*,現実,38
169,0,問題,名詞,ナイ形容詞語幹,*,*,問題,37
171,0,対応付ける,動詞,自立,*,*,対応付ける,31
174,0,できる,動詞,自立,*,*,できる,31
179,0,確率変数,名詞,固有名詞,一般,*,確率変数,41
181,0,線形,名詞,一般,*,*,線形,38
182,0,結合,名詞,サ変接続,*,*,結合,36
184,0,最大,名詞,一般,*,*,最大,38
185,0,値,名詞,接尾,一般,*,値,51
187,0,最小,名詞,一般,*,*,最小,38
188,0,値,名詞,接尾,一般,*,値,51
190,0,分布,名詞,サ変接続,*,*,分布,36
199,0,使わ,動詞,自立,*,*,使う,31
205,0,説明,名詞,サ変接続,*,*,説明,36
206,0,できる,動詞,自立,*,*,できる,31
211,0,ポアソン,名詞,一般,*,*,ポアソン,38
212,0,過程,名詞,一般,*,*,過程,38
214,0,マルコフ過程,名詞,固有名詞,一般,*,マルコフ過程,41
216,0,理解,名詞,サ変接続,*,*,理解,36
221,0,記述,名詞,サ変接続,*,*,記述,36
222,0,できる,動詞,自立,*,*,できる,31
223,0,現実,名詞,一般,*,*,現実,38
224,0,問題,名詞,ナイ形容詞語幹,*,*,問題,37
226,0,説明,名詞,サ変接続,*,*,説明,36
230,0,できる,動詞,自立,*,*,できる,31
234,0,講義,名詞,サ変接続,*,*,講義,36
236,0,履修,名詞,サ変接続,*,*,履修,36
240,0,次,名詞,一般,*,*,次,38
244,0,能力,名詞,一般,*,*,能力,38
246,0,身,名詞,一般,*,*,身,38
248,0,つける,動詞,自立,*,*,つける,31
251,0,できる,動詞,自立,*,*,できる,31
256,0,高等学校,名詞,固有名詞,一般,*,高等学校,41
258,0,学ぶ,動詞,自立,*,*,学ぶ,31
259,0,確率,名詞,一般,*,*,確率,38
261,0,公理,名詞,一般,*,*,公理,38
262,0,論,名詞,接尾,一般,*,論,51
263,0,的,名詞,接尾,形容動詞語幹,*,的,52
264,0,確率,名詞,一般,*,*,確率,38
266,0,違い,名詞,ナイ形容詞語幹,*,*,違い,37
268,0,説明,名詞,サ変接続,*,*,説明,36
272,0,できる,動詞,自立,*,*,できる,31
277,0,確率変数,名詞,固有名詞,一般,*,確率変数,41
279,0,確率分布,名詞,固有名詞,一般,*,確率分布,41
